".id"	"sector"	"title"	"issue"	"paid"	"date"	"views"	"location"	"report"
"190"	"http://www.ipaidabribe.com/reports/paid?page=190"	"Others"	"
                      I Paid Rs. 42 to Others in Ponnur.
                    "	"Others"	"Paid INR 42
                        "	"October 22, 2015"	"215 views"	"Ponnur
                      , Andhra Pradesh"	"80190"
"191"	"http://www.ipaidabribe.com/reports/paid?page=200"	"Municipal Services"	"
                      I Paid Rs. 10 to Municipal Services in Jaunpur.
                    "	"Birth Certificate"	"Paid INR 10
                        "	"October 22, 2015"	"168 views"	"Jaunpur
                      , Uttar Pradesh"	"80162"
"192"	"http://www.ipaidabribe.com/reports/paid?page=200"	"Municipal Services"	"
                      I Paid Rs. 21 to Municipal Services in Abhayapuri.
                    "	"Birth Certificate"	"Paid INR 21
                        "	"October 22, 2015"	"173 views"	"Abhayapuri
                      , Assam"	"80158"
"193"	"http://www.ipaidabribe.com/reports/paid?page=200"	"Municipal Services"	"
                      I Paid Rs. 122 to Municipal Services in Bhagalpur.
                    "	"Birth Certificate"	"Paid INR 122
                        "	"October 22, 2015"	"161 views"	"Bhagalpur
                      , Bihar"	"80151"
"194"	"http://www.ipaidabribe.com/reports/paid?page=200"	"Transport"	"
                      I Paid Rs. 500 to Transport in Abohar.
                    "	"Duplicate Registration Certificate"	"Paid INR 500
                        "	"October 22, 2015"	"222 views"	"Abohar
                      , Punjab"	"80142"
"195"	"http://www.ipaidabribe.com/reports/paid?page=200"	"Municipal Services"	"
                      I paid Rs.3000(approx.) to get Birth Certificate for myself
                    "	"Birth Certificate"	"Paid INR 3,000
                        "	"October 22, 2015"	"147 views"	"Narasaraopet
                      , Andhra Pradesh"	"80140"
"196"	"http://www.ipaidabribe.com/reports/paid?page=200"	"Municipal Services"	"
                      I Paid Rs. 1000 to Municipal Services in Chennai.
                    "	"Birth Certificate"	"Paid INR 1,000
                        "	"October 22, 2015"	"175 views"	"Chennai
                      , Tamil Nadu"	"80119"
"197"	"http://www.ipaidabribe.com/reports/paid?page=200"	"Income Tax"	"
                      I Paid Rs. 99 to Income Tax in Adari.
                    "	"New PAN Card"	"Paid INR 99
                        "	"October 22, 2015"	"190 views"	"Adari
                      , Uttar Pradesh"	"80118"
"198"	"http://www.ipaidabribe.com/reports/paid?page=200"	"Commercial Tax, Sales Tax, VAT"	"
                      I Paid Rs. 22 to Commercial Tax, Sales Tax, VAT in Abhayapuri.
                    "	"C Form"	"Paid INR 22
                        "	"October 21, 2015"	"206 views"	"Abhayapuri
                      , Assam"	"80117"
"199"	"http://www.ipaidabribe.com/reports/paid?page=200"	"Transport"	"
                      I Paid Rs. 3000 to Transport in Bidar.
                    "	"New Domestic Driving License"	"Paid INR 3,000
                        "	"October 21, 2015"	"225 views"	"Bidar
                      , Karnataka"	"80116"
"200"	"http://www.ipaidabribe.com/reports/paid?page=200"	"Income Tax"	"
                      I Paid Rs. 22 to Income Tax in Amarpur.
                    "	"New PAN Card"	"Paid INR 22
                        "	"October 21, 2015"	"169 views"	"Amarpur
                      , Bihar"	"80112"
"201"	"http://www.ipaidabribe.com/reports/paid?page=210"	"Municipal Services"	"
                      I Paid Rs. 300 to Municipal Services in Chandigarh.
                    "	"Birth Certificate"	"Paid INR 300
                        "	"October 21, 2015"	"165 views"	"Chandigarh
                      , Chandigarh"	"80098"
"202"	"http://www.ipaidabribe.com/reports/paid?page=210"	"Stamps and Registration"	"
                      I Paid Rs. 8 to Stamps and Registration in Abhayapuri.
                    "	"Registration of Flat or Apartment"	"Paid INR 8
                        "	"October 21, 2015"	"231 views"	"Abhayapuri
                      , Assam"	"80096"
"203"	"http://www.ipaidabribe.com/reports/paid?page=210"	"Others"	"
                      I Paid Rs. 5 to Others in Kurnool.
                    "	"Others"	"Paid INR 5
                        "	"October 21, 2015"	"188 views"	"Kurnool
                      , Andhra Pradesh"	"80092"
"204"	"http://www.ipaidabribe.com/reports/paid?page=210"	"Others"	"
                      I Paid Rs. 100 to Others in Jaipur.
                    "	"Others"	"Paid INR 100
                        "	"October 21, 2015"	"168 views"	"Jaipur
                      , Rajasthan"	"80080"
"205"	"http://www.ipaidabribe.com/reports/paid?page=210"	"Police"	"
                      I Paid Rs. 876776 to Police in Agra.
                    "	"Police Harassment"	"Paid INR 8,76,776
                        "	"October 21, 2015"	"208 views"	"Agra
                      , Uttar Pradesh"	"80072"
"206"	"http://www.ipaidabribe.com/reports/paid?page=210"	"Others"	"
                      I Paid Rs. 5000 to Others in Aligarh.
                    "	"Others"	"Paid INR 5,000
                        "	"October 21, 2015"	"145 views"	"Aligarh
                      , Uttar Pradesh"	"80064"
"207"	"http://www.ipaidabribe.com/reports/paid?page=210"	"Transport"	"
                      I Paid Rs. 123 to Transport in Adityapur.
                    "	"New Domestic Driving License"	"Paid INR 123
                        "	"October 21, 2015"	"170 views"	"Adityapur
                      , Jharkhand"	"80058"
"208"	"http://www.ipaidabribe.com/reports/paid?page=210"	"Commercial Tax, Sales Tax, VAT"	"
                      I Paid Rs. 100 to Commercial Tax, Sales Tax, VAT in Abohar.
                    "	"C Form"	"Paid INR 100
                        "	"October 21, 2015"	"192 views"	"Abohar
                      , Punjab"	"80047"
"209"	"http://www.ipaidabribe.com/reports/paid?page=210"	"Police"	"
                      100 rs for an FIR copy
                    "	"Filing FIR"	"Paid INR 100
                        "	"October 21, 2015"	"197 views"	"Imphal
                      , Manipur"	"80045"
"210"	"http://www.ipaidabribe.com/reports/paid?page=210"	"Commercial Tax, Sales Tax, VAT"	"
                      I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in Achhnera.
                    "	"C Form"	"Paid INR 1,000
                        "	"October 21, 2015"	"167 views"	"Achhnera
                      , Uttar Pradesh"	"80040"
"211"	"http://www.ipaidabribe.com/reports/paid?page=220"	"Municipal Services"	"
                      I Paid Rs. 200 to Municipal Services in Pratapgarh.
                    "	"Birth Certificate"	"Paid INR 200
                        "	"October 21, 2015"	"130 views"	"Pratapgarh
                      , Tripura"	"80029"
"212"	"http://www.ipaidabribe.com/reports/paid?page=220"	"Police"	"
                      I Paid Rs. 1000 to Police in Ahmedabad.
                    "	"Traffic Violations"	"Paid INR 1,000
                        "	"October 21, 2015"	"148 views"	"Ahmedabad
                      , Gujarat"	"80025"
"213"	"http://www.ipaidabribe.com/reports/paid?page=220"	"Municipal Services"	"
                      I Paid Rs. 700 to Municipal Services in Chennai.
                    "	"Birth Certificate"	"Paid INR 700
                        "	"October 21, 2015"	"125 views"	"Chennai
                      , Tamil Nadu"	"80000"
"214"	"http://www.ipaidabribe.com/reports/paid?page=220"	"Municipal Services"	"
                      I Paid Rs. 30000 to Municipal Services in Dhanbad.
                    "	"Birth Certificate"	"Paid INR 30,000
                        "	"October 21, 2015"	"158 views"	"Dhanbad
                      , Jharkhand"	"79989"
"215"	"http://www.ipaidabribe.com/reports/paid?page=220"	"Municipal Services"	"
                      I Paid Rs. 100 to Municipal Services in Durgapur.
                    "	"Birth Certificate"	"Paid INR 100
                        "	"October 21, 2015"	"140 views"	"Durgapur
                      , West Bengal"	"79988"
"216"	"http://www.ipaidabribe.com/reports/paid?page=220"	"Customs, Excise and Service Tax"	"
                      I Paid Rs. 100 to Customs, Excise and Service Tax in Basti.
                    "	"Customs Check and Clearance"	"Paid INR 100
                        "	"October 21, 2015"	"160 views"	"Basti
                      , Uttar Pradesh"	"79985"
"217"	"http://www.ipaidabribe.com/reports/paid?page=220"	"Others"	"
                      I Paid Rs. 9000 to Others in Hyderabad.
                    "	"Others"	"Paid INR 9,000
                        "	"October 20, 2015"	"155 views"	"Hyderabad
                      , Telangana"	"79979"
"218"	"http://www.ipaidabribe.com/reports/paid?page=220"	"Municipal Services"	"
                      I Paid Rs. 5000 to Municipal Services in Mumbai.
                    "	"Birth Certificate"	"Paid INR 5,000
                        "	"October 20, 2015"	"145 views"	"Mumbai
                      , Maharashtra"	"79966"
"219"	"http://www.ipaidabribe.com/reports/paid?page=220"	""	"
                      I Paid Rs. 44 to  in .
                    "	""	"Paid INR 44
                        "	"October 20, 2015"	"192 views"	"
                      , "	"79965"
"220"	"http://www.ipaidabribe.com/reports/paid?page=220"	"Railways"	"
                      I Paid Rs. 100 to Railways in Bina.
                    "	"Transport of Goods"	"Paid INR 100
                        "	"October 20, 2015"	"180 views"	"Bina
                      , Madhya Pradesh"	"79961"
"221"	"http://www.ipaidabribe.com/reports/paid?page=230"	"Municipal Services"	"
                      For the Birth Certificate of My Daughter
                    "	"Birth Certificate"	"Paid INR 300
                        "	"October 20, 2015"	"213 views"	"Bangalore
                      , Karnataka"	"79941"
"222"	"http://www.ipaidabribe.com/reports/paid?page=230"	"Police"	"
                      For Wrong Parking of Two Wheeler
                    "	"Traffic Violations"	"Paid INR 300
                        "	"October 20, 2015"	"223 views"	"Bangalore
                      , Karnataka"	"79940"
"223"	"http://www.ipaidabribe.com/reports/paid?page=230"	"Transport"	"
                      Have to pay the bribe even after having right documents
                    "	"Duplicate Driving License"	"Paid INR 500
                        "	"October 20, 2015"	"199 views"	"Jaipur
                      , Rajasthan"	"79926"
"224"	"http://www.ipaidabribe.com/reports/paid?page=230"	"Municipal Services"	"
                      I Paid Rs. 200 to Municipal Services in Udaipur.
                    "	"Birth Certificate"	"Paid INR 200
                        "	"October 20, 2015"	"157 views"	"Udaipur
                      , Tripura"	"79922"
"225"	"http://www.ipaidabribe.com/reports/paid?page=230"	"Municipal Services"	"
                      I Paid Rs. 200 to Municipal Services in Mumbai.
                    "	"Birth Certificate"	"Paid INR 200
                        "	"October 20, 2015"	"171 views"	"Mumbai
                      , Maharashtra"	"79920"
"226"	"http://www.ipaidabribe.com/reports/paid?page=230"	"Customs, Excise and Service Tax"	"
                      Paid Bribe for filing ER 1 Return and for other certificate
                    "	"Excise Return"	"Paid INR 34,000
                        "	"October 20, 2015"	"256 views"	"Bangalore
                      , Karnataka"	"79856"
"227"	"http://www.ipaidabribe.com/reports/paid?page=230"	"Transport"	"
                      I Paid Rs. 500 to Transport in Abohar.
                    "	"New Domestic Driving License"	"Paid INR 500
                        "	"October 20, 2015"	"213 views"	"Abohar
                      , Punjab"	"79841"
"228"	"http://www.ipaidabribe.com/reports/paid?page=230"	"Municipal Services"	"
                      I Paid Rs. 500 to Municipal Services in Bharatpur.
                    "	"Birth Certificate"	"Paid INR 500
                        "	"October 20, 2015"	"152 views"	"Bharatpur
                      , Rajasthan"	"79831"
"229"	"http://www.ipaidabribe.com/reports/paid?page=230"	"Passport"	"
                      I Paid Rs. 3500 to Passport in Bangalore.
                    "	"Police Verification for Passport"	"Paid INR 3,500
                        "	"October 19, 2015"	"364 views"	"Bangalore
                      , Karnataka"	"79796"
"230"	"http://www.ipaidabribe.com/reports/paid?page=230"	"Municipal Services"	"
                      I Paid Rs. 12000 to Municipal Services in Ludhiana.
                    "	"Birth Certificate"	"Paid INR 12,000
                        "	"October 19, 2015"	"223 views"	"Ludhiana
                      , Punjab"	"79785"
"231"	"http://www.ipaidabribe.com/reports/paid?page=240"	"Transport"	"
                      I Paid Rs. 4000 to Transport in Adari.
                    "	"Registration of Vehicle"	"Paid INR 4,000
                        "	"October 19, 2015"	"210 views"	"Adari
                      , Uttar Pradesh"	"79771"
"232"	"http://www.ipaidabribe.com/reports/paid?page=240"	"Others"	"
                      I Paid Rs. 15000 to Others in New Delhi.
                    "	"Others"	"Paid INR 15,000
                        "	"October 19, 2015"	"246 views"	"New Delhi
                      , Delhi"	"79768"
"233"	"http://www.ipaidabribe.com/reports/paid?page=240"	"Municipal Services"	"
                      I Paid Rs. 100 to Municipal Services in New Delhi.
                    "	"Birth Certificate"	"Paid INR 100
                        "	"October 19, 2015"	"226 views"	"New Delhi
                      , Delhi"	"79758"
"234"	"http://www.ipaidabribe.com/reports/paid?page=240"	"Income Tax"	"
                      I Paid Rs. 54 to Income Tax in Faizabad.
                    "	"New PAN Card"	"Paid INR 54
                        "	"October 19, 2015"	"211 views"	"Faizabad
                      , Uttar Pradesh"	"79755"
"235"	"http://www.ipaidabribe.com/reports/paid?page=240"	"Municipal Services"	"
                      I Paid Rs. 3500 to Municipal Services in Lucknow.
                    "	"Birth Certificate"	"Paid INR 3,500
                        "	"October 19, 2015"	"202 views"	"Lucknow
                      , Uttar Pradesh"	"79751"
"236"	"http://www.ipaidabribe.com/reports/paid?page=240"	"Municipal Services"	"
                      I Paid Rs. 100 to Municipal Services in Dharmapuri.
                    "	"Birth Certificate"	"Paid INR 100
                        "	"October 19, 2015"	"191 views"	"Dharmapuri
                      , Tamil Nadu"	"79743"
"237"	"http://www.ipaidabribe.com/reports/paid?page=240"	"Commercial Tax, Sales Tax, VAT"	"
                      I Paid Rs. 2525 to Commercial Tax, Sales Tax, VAT in Abhayapuri.
                    "	"C Form"	"Paid INR 2,525
                        "	"October 19, 2015"	"200 views"	"Abhayapuri
                      , Assam"	"79725"
"238"	"http://www.ipaidabribe.com/reports/paid?page=240"	"Municipal Services"	"
                      I Paid Rs. 200 to Municipal Services in Abohar.
                    "	"Birth Certificate"	"Paid INR 200
                        "	"October 19, 2015"	"179 views"	"Abohar
                      , Punjab"	"79705"
"239"	"http://www.ipaidabribe.com/reports/paid?page=240"	"Municipal Services"	"
                      I Paid Rs. 2500 to Municipal Services in Pune.
                    "	"Birth Certificate"	"Paid INR 2,500
                        "	"October 18, 2015"	"237 views"	"Pune
                      , Maharashtra"	"79665"
"240"	"http://www.ipaidabribe.com/reports/paid?page=240"	"Others"	"
                      I Paid Rs. 10 to Others in Chennai.
                    "	"Others"	"Paid INR 10
                        "	"October 18, 2015"	"242 views"	"Chennai
                      , Tamil Nadu"	"79653"
"241"	"http://www.ipaidabribe.com/reports/paid?page=250"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 100 to Food, Civil Supplies and Consumer Affairs in Abhayapuri.
                    "	"Issue of Ration Card"	"Paid INR 100
                        "	"October 18, 2015"	"259 views"	"Abhayapuri
                      , Assam"	"79645"
"242"	"http://www.ipaidabribe.com/reports/paid?page=250"	"Others"	"
                      I Paid Rs. 100 to Others in Chennai.
                    "	"Others"	"Paid INR 100
                        "	"October 18, 2015"	"227 views"	"Chennai
                      , Tamil Nadu"	"79639"
"243"	"http://www.ipaidabribe.com/reports/paid?page=250"	"Municipal Services"	"
                      I Paid Rs. 700 to Municipal Services in Abhayapuri.
                    "	"Birth Certificate"	"Paid INR 700
                        "	"October 18, 2015"	"262 views"	"Abhayapuri
                      , Assam"	"79627"
"244"	"http://www.ipaidabribe.com/reports/paid?page=250"	"Others"	"
                      I Paid Rs. 1000 to Others in Bangalore.
                    "	"Others"	"Paid INR 1,000
                        "	"October 18, 2015"	"284 views"	"Bangalore
                      , Karnataka"	"79620"
"245"	"http://www.ipaidabribe.com/reports/paid?page=250"	"Municipal Services"	"
                      I Paid Rs. 6000 to Municipal Services in Pune.
                    "	"Birth Certificate"	"Paid INR 6,000
                        "	"October 18, 2015"	"236 views"	"Pune
                      , Maharashtra"	"79612"
"246"	"http://www.ipaidabribe.com/reports/paid?page=250"	"Municipal Services"	"
                      I Paid Rs. 19 to Municipal Services in Ludhiana.
                    "	"Birth Certificate"	"Paid INR 19
                        "	"October 18, 2015"	"208 views"	"Ludhiana
                      , Punjab"	"79600"
"247"	"http://www.ipaidabribe.com/reports/paid?page=250"	"Revenue"	"
                      I paid bribe for Katha Transfer BBMP
                    "	"Residence Certificate"	"Paid INR 15,000
                        "	"October 18, 2015"	"280 views"	"Bangalore
                      , Karnataka"	"79593"
"248"	"http://www.ipaidabribe.com/reports/paid?page=250"	"Police"	"
                      Name of the officer = sandipan guha date of incident = 7th sep 2015…
                    "	"Filing FIR"	"Paid INR 10,000
                        "	"October 17, 2015"	"463 views"	"Barrackpur
                      , West Bengal"	"79585"
"249"	"http://www.ipaidabribe.com/reports/paid?page=250"	"Municipal Services"	"
                      I Paid Rs. 100 to Municipal Services in Adari.
                    "	"Birth Certificate"	"Paid INR 100
                        "	"October 17, 2015"	"206 views"	"Adari
                      , Uttar Pradesh"	"79571"
"250"	"http://www.ipaidabribe.com/reports/paid?page=250"	"Education"	"
                      Paid Bribe for Getting Stipend in M.Tech  during my studies- Andhra University
                    "	"Obtaining Scholarship"	"Paid INR 5,000
                        "	"October 17, 2015"	"248 views"	"Visakhapatnam
                      , Andhra Pradesh"	"79564"
"251"	"http://www.ipaidabribe.com/reports/paid?page=260"	"Commercial Tax, Sales Tax, VAT"	"
                      I Paid Rs. 441 to Commercial Tax, Sales Tax, VAT in Adari.
                    "	"C Form"	"Paid INR 441
                        "	"October 17, 2015"	"248 views"	"Adari
                      , Uttar Pradesh"	"79559"
"252"	"http://www.ipaidabribe.com/reports/paid?page=260"	"Others"	"
                      I Paid Rs. 10000 to Others in Mumbai.
                    "	"Others"	"Paid INR 10,000
                        "	"October 17, 2015"	"244 views"	"Mumbai
                      , Maharashtra"	"79536"
"253"	"http://www.ipaidabribe.com/reports/paid?page=260"	"Police"	"
                      I Paid Rs. 25000 to Police in Adari.
                    "	"Filing FIR"	"Paid INR 25,000
                        "	"October 17, 2015"	"295 views"	"Adari
                      , Uttar Pradesh"	"79524"
"254"	"http://www.ipaidabribe.com/reports/paid?page=260"	"Municipal Services"	"
                      I Paid Rs. 4300 to Municipal Services in Bhuj.
                    "	"Birth Certificate"	"Paid INR 4,300
                        "	"October 17, 2015"	"231 views"	"Bhuj
                      , Gujarat"	"79523"
"255"	"http://www.ipaidabribe.com/reports/paid?page=260"	"Income Tax"	"
                      I Paid Rs. 15 to Income Tax in New Delhi.
                    "	"New PAN Card"	"Paid INR 15
                        "	"October 17, 2015"	"242 views"	"New Delhi
                      , Delhi"	"79515"
"256"	"http://www.ipaidabribe.com/reports/paid?page=260"	"Income Tax"	"
                      I Paid Rs. 200 to Income Tax in Mumbai.
                    "	"New PAN Card"	"Paid INR 200
                        "	"October 17, 2015"	"209 views"	"Mumbai
                      , Maharashtra"	"79494"
"257"	"http://www.ipaidabribe.com/reports/paid?page=260"	"Municipal Services"	"
                      I Paid Rs. 1000 to Municipal Services in Abhayapuri.
                    "	"Birth Certificate"	"Paid INR 1,000
                        "	"October 17, 2015"	"196 views"	"Abhayapuri
                      , Assam"	"79463"
"258"	"http://www.ipaidabribe.com/reports/paid?page=260"	"Municipal Services"	"
                      Property Tax Collector takes bribe but issues remain pending.
                    "	"Property Tax"	"Paid INR 7,000
                        "	"October 16, 2015"	"193 views"	"Chennai
                      , Tamil Nadu"	"79452"
"259"	"http://www.ipaidabribe.com/reports/paid?page=260"	"Income Tax"	"
                      I Paid Rs. 2000000 to Income Tax in Mumbai.
                    "	"New PAN Card"	"Paid INR 20,00,000
                        "	"October 16, 2015"	"193 views"	"Mumbai
                      , Maharashtra"	"79449"
"260"	"http://www.ipaidabribe.com/reports/paid?page=260"	"Police"	"
                      I Paid Rs. 200 to Police in Kakinada.
                    "	"Police Clearance Certificate"	"Paid INR 200
                        "	"October 16, 2015"	"236 views"	"Kakinada
                      , Andhra Pradesh"	"79440"
"261"	"http://www.ipaidabribe.com/reports/paid?page=270"	"Education"	"
                      Corrupt loafers of DEO office madurai
                    "	"School or College Related Activities"	"Paid INR 1,000
                        "	"October 16, 2015"	"214 views"	"Madurai
                      , Tamil Nadu"	"79431"
"262"	"http://www.ipaidabribe.com/reports/paid?page=270"	"Municipal Services"	"
                      I Paid Rs. 1000 to Municipal Services in Adilabad.
                    "	"Birth Certificate"	"Paid INR 1,000
                        "	"October 16, 2015"	"215 views"	"Adilabad
                      , Telangana"	"79396"
"263"	"http://www.ipaidabribe.com/reports/paid?page=270"	"Municipal Services"	"
                      I Paid Rs. 5 to Municipal Services in Kolkata.
                    "	"Birth Certificate"	"Paid INR 5
                        "	"October 16, 2015"	"177 views"	"Kolkata
                      , West Bengal"	"79354"
"264"	"http://www.ipaidabribe.com/reports/paid?page=270"	"Police"	"
                      Was asked to Pay a Bribe of 500 for Police Verifiaction
                    "	"Police Verification for Passport"	"Paid INR 500
                        "	"October 15, 2015"	"272 views"	"Howrah
                      , West Bengal"	"79262"
"265"	"http://www.ipaidabribe.com/reports/paid?page=270"	"Municipal Services"	"
                      I paid bribe to get approval of plan to build house
                    "	"Registration of Land"	"Paid INR 1,00,000
                        "	"October 15, 2015"	"247 views"	"Kolkata
                      , West Bengal"	"79258"
"266"	"http://www.ipaidabribe.com/reports/paid?page=270"	"Municipal Services"	"
                      I Paid Rs. 100 to Municipal Services in Kota.
                    "	"Birth Certificate"	"Paid INR 100
                        "	"October 15, 2015"	"236 views"	"Kota
                      , Rajasthan"	"79242"
"267"	"http://www.ipaidabribe.com/reports/paid?page=270"	"Food, Civil Supplies and Consumer Affairs"	"
                      New connection request - paid INR 5300 receipt only for ~ INR 4800
                    "	"New Gas Connection"	"Paid INR 500
                        "	"October 15, 2015"	"302 views"	"Bangalore
                      , Karnataka"	"79232"
"268"	"http://www.ipaidabribe.com/reports/paid?page=270"	"Commercial Tax, Sales Tax, VAT"	"
                      I Paid Rs. 5 to Commercial Tax, Sales Tax, VAT in Mumbai.
                    "	"C Form"	"Paid INR 5
                        "	"October 15, 2015"	"233 views"	"Mumbai
                      , Maharashtra"	"79193"
"269"	"http://www.ipaidabribe.com/reports/paid?page=270"	"Transport"	"
                      I have Piad bride in RTO Office
                    "	"General RTO related"	"Paid INR 2,000
                        "	"October 15, 2015"	"382 views"	"Bangalore
                      , Karnataka"	"79149"
"270"	"http://www.ipaidabribe.com/reports/paid?page=270"	"Municipal Services"	"
                      I Paid Rs. 300 to Municipal Services in Abhayapuri.
                    "	"Birth Certificate"	"Paid INR 300
                        "	"October 14, 2015"	"232 views"	"Abhayapuri
                      , Assam"	"79142"
"271"	"http://www.ipaidabribe.com/reports/paid?page=280"	"Passport"	"
                      Paid bribe for Police clearance
                    "	"Police Verification for Passport"	"Paid INR 2,500
                        "	"October 14, 2015"	"432 views"	"Pune
                      , Maharashtra"	"79102"
"272"	"http://www.ipaidabribe.com/reports/paid?page=280"	"Police"	"
                      I Paid Rs. 20 to Police in Kurnool.
                    "	"Traffic Violations"	"Paid INR 20
                        "	"October 14, 2015"	"272 views"	"Kurnool
                      , Andhra Pradesh"	"79086"
"273"	"http://www.ipaidabribe.com/reports/paid?page=280"	"Municipal Services"	"
                      I Paid Rs. 20 to Municipal Services in Siliguri.
                    "	"Birth Certificate"	"Paid INR 20
                        "	"October 14, 2015"	"239 views"	"Siliguri
                      , West Bengal"	"79081"
"274"	"http://www.ipaidabribe.com/reports/paid?page=280"	"Customs, Excise and Service Tax"	"
                      I Paid Rs. 10 to Customs, Excise and Service Tax in Pithoragarh.
                    "	"Customs Check and Clearance"	"Paid INR 10
                        "	"October 14, 2015"	"257 views"	"Pithoragarh
                      , Uttarakhand"	"79080"
"275"	"http://www.ipaidabribe.com/reports/paid?page=280"	"Stamps and Registration"	"
                      I Paid Rs. 20000 to Stamps and Registration in Tumkur.
                    "	"Marriage Certificate"	"Paid INR 20,000
                        "	"October 14, 2015"	"346 views"	"Tumkur
                      , Karnataka"	"79075"
"276"	"http://www.ipaidabribe.com/reports/paid?page=280"	"Municipal Services"	"
                      I Paid Rs. 10 to Municipal Services in Hubli.
                    "	"Birth Certificate"	"Paid INR 10
                        "	"October 14, 2015"	"201 views"	"Hubli
                      , Karnataka"	"79062"
"277"	"http://www.ipaidabribe.com/reports/paid?page=280"	"Transport"	"
                      I Paid Rs. 2000 to Transport in Jalandhar.
                    "	"New Domestic Driving License"	"Paid INR 2,000
                        "	"October 14, 2015"	"284 views"	"Jalandhar
                      , Punjab"	"79045"
"278"	"http://www.ipaidabribe.com/reports/paid?page=280"	"Municipal Services"	"
                      I Paid Rs. 6000 to Municipal Services in Abohar.
                    "	"Birth Certificate"	"Paid INR 6,000
                        "	"October 14, 2015"	"219 views"	"Abohar
                      , Punjab"	"79044"
"279"	"http://www.ipaidabribe.com/reports/paid?page=280"	"Municipal Services"	"
                      I Paid Rs. 11 to Municipal Services in Kota.
                    "	"Birth Certificate"	"Paid INR 11
                        "	"October 14, 2015"	"188 views"	"Kota
                      , Rajasthan"	"79031"
"280"	"http://www.ipaidabribe.com/reports/paid?page=280"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 200 to Food, Civil Supplies and Consumer Affairs in Banda.
                    "	"Issue of Ration Card"	"Paid INR 200
                        "	"October 14, 2015"	"219 views"	"Banda
                      , Uttar Pradesh"	"79030"
"281"	"http://www.ipaidabribe.com/reports/paid?page=290"	"Others"	"
                      I Paid Rs. 123 to Others in Bharatpur.
                    "	"Others"	"Paid INR 123
                        "	"October 14, 2015"	"179 views"	"Bharatpur
                      , Rajasthan"	"79025"
"282"	"http://www.ipaidabribe.com/reports/paid?page=290"	"Food, Civil Supplies and Consumer Affairs"	"
                      I Paid Rs. 10 to Food, Civil Supplies and Consumer Affairs in Salem.
                    "	"Issue of Ration Card"	"Paid INR 10
                        "	"October 14, 2015"	"161 views"	"Salem
                      , Tamil Nadu"	"79024"
"283"	"http://www.ipaidabribe.com/reports/paid?page=290"	"Municipal Services"	"
                      I Paid Rs. 500 to Municipal Services in Nagaon.
                    "	"Birth Certificate"	"Paid INR 500
                        "	"October 14, 2015"	"136 views"	"Nagaon
                      , Assam"	"79014"
"284"	"http://www.ipaidabribe.com/reports/paid?page=290"	"Police"	"
                      I Paid Rs. 200 to Police in Nainital.
                    "	"Traffic Violations"	"Paid INR 200
                        "	"October 14, 2015"	"163 views"	"Nainital
                      , Uttarakhand"	"79013"
"285"	"http://www.ipaidabribe.com/reports/paid?page=290"	"Transport"	"
                      I Paid Rs. 5000 to Transport in Adilabad.
                    "	"Duplicate Registration Certificate"	"Paid INR 5,000
                        "	"October 14, 2015"	"172 views"	"Adilabad
                      , Telangana"	"79007"
"286"	"http://www.ipaidabribe.com/reports/paid?page=290"	"Municipal Services"	"
                      I Paid Rs. 10 to Municipal Services in Abhayapuri.
                    "	"Birth Certificate"	"Paid INR 10
                        "	"October 14, 2015"	"119 views"	"Abhayapuri
                      , Assam"	"79004"
"287"	"http://www.ipaidabribe.com/reports/paid?page=290"	"Municipal Services"	"
                      I Paid Rs. 250000 to Municipal Services in Baran.
                    "	"Birth Certificate"	"Paid INR 2,50,000
                        "	"October 14, 2015"	"66 views"	"Baran
                      , Rajasthan"	"78998"
"288"	"http://www.ipaidabribe.com/reports/paid?page=290"	"Municipal Services"	"
                      I Paid Rs. 30000 to Municipal Services in Bangalore.
                    "	"Birth Certificate"	"Paid INR 30,000
                        "	"October 14, 2015"	"145 views"	"Bangalore
                      , Karnataka"	"78989"
"289"	"http://www.ipaidabribe.com/reports/paid?page=290"	"Others"	"
                      I Paid Rs. 3000 to Others in Bijnaur.
                    "	"Others"	"Paid INR 3,000
                        "	"October 14, 2015"	"124 views"	"Bijnaur
                      , Uttar Pradesh"	"78985"
"290"	"http://www.ipaidabribe.com/reports/paid?page=290"	"Others"	"
                      I Paid Rs. 100 to Others in Bilaspur.
                    "	"Others"	"Paid INR 100
                        "	"October 14, 2015"	"129 views"	"Bilaspur
                      , Chhattisgarh"	"78977"
"291"	"http://www.ipaidabribe.com/reports/paid?page=300"	"Commercial Tax, Sales Tax, VAT"	"
                      I Paid Rs. 10 to Commercial Tax, Sales Tax, VAT in Ghaziabad.
                    "	"C Form"	"Paid INR 10
                        "	"October 14, 2015"	"132 views"	"Ghaziabad
                      , Uttar Pradesh"	"78974"
"292"	"http://www.ipaidabribe.com/reports/paid?page=300"	"Municipal Services"	"
                      I Paid Rs. 70000 to Municipal Services in Bagaha.
                    "	"Birth Certificate"	"Paid INR 70,000
                        "	"October 14, 2015"	"85 views"	"Bagaha
                      , Bihar"	"78970"
